source,target
金融工学（集中）_0,金融工学（集中）_1
金融工学（集中）_0,金融工学（集中）_2
金融工学（集中）_0,金融工学（集中）_3
金融工学（集中）_0,金融工学（集中）_4
金融工学（集中）_0,金融工学（集中）_22
金融工学（集中）_1,金融工学（集中）_5
金融工学（集中）_1,金融工学（集中）_6
金融工学（集中）_1,金融工学（集中）_7
金融工学（集中）_1,金融工学（集中）_8
金融工学（集中）_1,金融工学（集中）_26
金融工学（集中）_2,金融工学（集中）_9
金融工学（集中）_2,金融工学（集中）_10
金融工学（集中）_2,金融工学（集中）_11
金融工学（集中）_2,金融工学（集中）_12
金融工学（集中）_2,金融工学（集中）_13
金融工学（集中）_3,金融工学（集中）_14
金融工学（集中）_3,金融工学（集中）_15
金融工学（集中）_3,金融工学（集中）_16
金融工学（集中）_3,金融工学（集中）_17
金融工学（集中）_3,金融工学（集中）_27
金融工学（集中）_4,金融工学（集中）_18
金融工学（集中）_4,金融工学（集中）_19
金融工学（集中）_4,金融工学（集中）_20
金融工学（集中）_4,金融工学（集中）_21
金融工学（集中）_4,金融工学（集中）_28
金融工学（集中）_7,金融工学（集中）_25
金融工学（集中）_8,金融工学（集中）_24
金融工学（集中）_22,金融工学（集中）_23
金融工学（集中）_23,金融工学（集中）_27
金融工学（集中）_28,金融工学（集中）_29
