source,target
認知科学_0,認知科学_1
認知科学_0,認知科学_2
認知科学_0,認知科学_3
認知科学_0,認知科学_4
認知科学_0,認知科学_5
認知科学_0,認知科学_15
認知科学_0,認知科学_20
認知科学_0,認知科学_21
認知科学_0,認知科学_22
認知科学_0,認知科学_23
認知科学_0,認知科学_24
認知科学_1,認知科学_10
認知科学_1,認知科学_11
認知科学_1,認知科学_12
認知科学_1,認知科学_13
認知科学_1,認知科学_6
認知科学_1,認知科学_7
認知科学_1,認知科学_8
認知科学_1,認知科学_14
認知科学_2,認知科学_12
認知科学_2,認知科学_14
認知科学_3,認知科学_25
認知科学_3,認知科学_7
認知科学_3,認知科学_13
認知科学_4,認知科学_24
認知科学_5,認知科学_8
認知科学_6,認知科学_14
認知科学_15,認知科学_16
認知科学_15,認知科学_17
認知科学_15,認知科学_18
認知科学_15,認知科学_19
認知科学_15,認知科学_26
認知科学_0,認知科学_27
認知科学_0,認知科学_28
認知科学_0,認知科学_29
